ID,reflexrxnfeelings_1,reflexrxnfeelings_2,reflexrxnfeelings_3,reflexrxnfeelings_4,reflexrxnfeelings_5,reflexrxnfeelings_6,reflexrxnfeelings_7,A3factor_8,A3factor_9,A3factor_10,A3factor_11,A3factor_12,A3factor_13,A3factor_14,A3factor_15,A3factor_16,A3factor_17,A3factor_18,A3factor_19,A3factor_20,A3factor_21,A3factor_22,A3factor_23,A3factor_24,A3factor_26,A3factor_27,A3factor_28,A3factor_29,urgency_1,urgency_2,urgency_3,urgency_4,urgency_5,urgency_6,urgency_7,urgency_8,urgency_9,urgency_10,urgency_11,urgency_12,A3factor_57,A3factor_58,A3factor_59,A3factor_60,A3factor_61,A3factor_62,A3factor_63,A3factor_64,A3factor_65,A3factor_66,A3factor_67,A3factor_68,A3factor_69,A3factor_70,pum_1,pum_2,pum_3,pum_4,pum_5,pum_6,pum_7,urgency_1R,urgency_2R,urgency_3R,urgency_4R,urgency_5R,urgency_6R,urgency_7R,urgency_8R,urgency_9R,urgency_10R,urgency_12R,pum_1R,pum_2R,pum_3R,pum_4R,pum_5R,pum_6R,pum_7R,reflexrxnfeelings_1R,reflexrxnfeelings_2R,reflexrxnfeelings_3R,reflexrxnfeelings_4R,reflexrxnfeelings_5R,reflexrxnfeelings_6R,reflexrxnfeelings_7R,A3factor_67R,A3factor_69R,A3factor_70R,A3factor_28R,A3factor_29R,A3factor_24R,A3factor_26R,A3factor_27R,A3factor_58R,A3factor_66R,A3factor_8R,A3factor_9R,A3factor_10R,A3factor_11R,A3factor_13R,A3factor_14R,A3factor_15R,A3factor_16R,urgency,pum,Factor_FeelingsTrigger,Generalization,ReflexRxFeelings,SadParalysis,EmoColorWorld,Factor_PervInf,LowPerseverance,Distractability,Factor_LackFollowThrough
300,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,2,4,5,4,5,5,5,5,1,5,1,1,4,4,4,4,4,1,4,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,2.428571429,4.142857143,5,5,5,5,5,4,5,4.5
301,2,2,2,2,3,3,2,2,1,2,1,3,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,3,2,4,4,3,4,4,3,4,4,4,4,2,3,1,2,3,2,4,4,2,2,2,4,3,2,2,1,1,3,1,2,1,3,4,2,2,3,2,2,3,2,2,2,4,5,5,3,5,4,5,4,4,4,4,3,3,4,4,3,4,4,4,4,5,4,3,4,4,5,4,5,4,5,4,4,2.583333333,4.428571429,3.575396825,3.75,3.714285714,4,4.333333333,4.027777778,2.7,4.222222222,3.461111111
303,2,2,2,2,4,4,2,2,1,3,4,4,2,2,3,2,3,3,4,2,3,2,4,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,4,2,1,4,1,1,3,2,4,2,2,4,2,4,2,2,1,1,4,4,3,2,1,4,4,4,4,3,4,4,4,4,4,4,5,5,2,2,3,4,5,4,4,4,4,2,2,4,4,4,4,3,4,4,4,4,2,2,4,5,3,2,4,4,3,4,3.916666667,3.714285714,3.686507937,4,3.428571429,3.5,4,3.833333333,2,3.666666667,2.833333333
304,3,2,4,4,4,4,3,1,2,1,1,4,2,2,1,3,1,2,2,1,1,2,2,2,1,1,2,3,4,5,2,4,2,5,2,4,4,3,4,2,2,2,2,2,5,3,4,3,4,4,2,5,1,1,4,5,4,4,3,1,3,2,1,4,2,4,1,4,2,2,3,4,2,1,2,2,3,5,3,3,4,2,2,2,2,3,4,5,5,4,3,4,5,5,4,2,5,4,5,5,4,4,5,3,2.75,2.571428571,2.630952381,4.75,2.571428571,3.5,4.666666667,4.305555556,3.1,4.333333333,3.716666667
305,2,3,4,4,4,2,2,3,3,4,4,3,4,3,3,4,2,1,3,2,2,2,3,2,2,2,4,4,2,2,4,2,2,2,4,2,2,2,2,2,1,4,2,2,3,1,2,2,2,3,2,2,2,2,5,4,4,4,5,2,4,4,4,2,4,4,4,2,4,4,4,4,1,2,2,2,1,4,2,4,3,2,2,2,4,4,4,4,4,2,2,4,4,4,2,3,3,3,2,2,2,3,3,2,3.5,2,2.833333333,3.5,3,2,4,3.166666667,2,2.555555556,2.277777778
308,2,1,1,1,5,1,1,5,5,5,5,1,5,5,5,5,5,2,4,2,1,5,4,1,1,1,1,2,2,1,2,5,5,1,1,1,2,1,5,2,1,5,1,1,1,1,1,1,1,5,2,4,1,1,5,5,5,5,5,1,1,4,5,4,1,1,5,5,5,4,5,4,1,1,1,1,1,5,5,4,5,5,5,1,5,5,4,5,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,4,2.142857143,3.476190476,4.5,4.285714286,4.5,5,4.666666667,1,1,1
310,2,2,3,3,2,3,2,3,3,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,2,2,3,2,3,2,3,2,2,3,2,3,3,2,2,3,2,3,2,3,2,2,2,3,2,2,2,2,3,2,3,3,3,4,4,3,4,3,4,3,4,3,4,4,4,4,3,4,3,4,4,3,3,4,3,4,4,4,3,4,3,4,4,3,3,3,3,3,4,3,4,3,3,4,3.333333333,3.714285714,3.53968254,3.25,3.571428571,3.5,3.666666667,3.472222222,2.5,3.333333333,2.916666667
311,1,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,5,5,1,2,2,4,4,1,3,1,2,2,2,1,1,1,1,5,1,4,2,4,4,3,4,4,4,4,2,2,4,2,2,2,3,2,2,4,3,3,5,3,5,4,4,4,5,5,5,5,5,4,3,4,4,2,3,3,5,5,4,3,5,5,4,4,4,4,2,2,5,4,4,4,4,4,4,4,4,4,4,4,4,4.583333333,3.285714286,4.099206349,4,4.428571429,2,4.333333333,3.444444444,3.9,3.777777778,3.838888889
312,1,2,3,2,4,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,2,2,4,4,4,5,2,2,5,5,2,4,3,3,2,1,1,5,2,3,4,5,5,5,2,1,4,1,2,5,4,2,2,2,3,2,2,2,1,4,4,1,1,4,2,3,4,1,2,4,4,4,3,4,5,4,3,4,2,4,4,5,5,4,4,2,5,5,4,5,4,5,5,5,5,5,5,5,3,2.583333333,3.142857143,3.146825397,4.5,3.714285714,3,4.666666667,4.055555556,3.9,4.444444444,4.172222222
313,3,4,4,3,4,4,3,2,2,3,3,2,2,2,2,3,3,3,3,3,4,2,2,2,3,2,3,3,3,3,3,4,4,4,4,4,2,3,3,3,3,2,2,2,3,3,2,2,3,3,2,2,3,3,5,5,5,5,5,4,5,3,3,3,2,2,2,2,2,4,3,3,1,1,1,1,1,2,1,3,2,2,3,2,2,3,4,3,3,3,3,4,3,4,4,3,4,4,3,3,4,4,4,3,2.666666667,1.142857143,2.079365079,3,2.428571429,3,3.666666667,3.222222222,2.7,3.444444444,3.072222222
314,2,3,2,3,2,2,1,3,2,2,2,3,2,2,2,4,4,2,4,4,4,4,3,4,2,2,2,3,5,3,3,2,3,4,2,3,3,2,4,2,2,2,2,2,4,3,4,4,3,4,3,4,2,1,5,5,5,5,4,4,2,1,3,3,4,3,2,4,3,3,4,4,1,1,1,1,2,2,4,4,3,4,3,4,4,5,3,4,5,4,3,2,4,4,4,2,3,4,4,4,4,4,4,2,3.166666667,1.714285714,2.912698413,4,3.857142857,3.5,3.333333333,3.611111111,3,3.555555556,3.277777778
317,1,2,2,2,1,1,3,2,2,1,2,2,2,2,1,2,2,3,3,2,2,4,4,2,1,1,1,1,2,5,4,2,4,1,1,1,1,1,5,2,2,1,1,1,5,4,3,4,4,4,1,-99,4,1,5,5,5,5,4,5,5,4,1,2,4,2,5,5,5,5,5,4,1,1,1,1,2,1,1,5,4,4,4,5,5,3,5,2,5,5,5,4,5,5,5,2,4,4,5,4,4,4,5,4,3.916666667,1.142857143,3.115079365,4,4.285714286,5,4.666666667,4.555555556,3.1,4,3.55
318,2,2,2,3,2,1,1,2,1,1,1,5,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,2,4,1,3,2,5,2,4,3,5,4,2,1,1,5,2,1,3,2,5,4,2,2,1,4,5,5,5,5,4,4,4,5,4,5,3,4,1,2,4,4,5,4,4,4,3,4,5,5,5,4,5,4,4,5,5,5,4,5,4,5,5,5,4,5,5,5,4.5,3.285714286,3.976190476,4.75,4.142857143,4,5,4.583333333,3.7,4.777777778,4.238888889
319,1,2,2,3,2,3,2,1,1,2,1,4,2,2,3,2,1,2,2,2,3,1,2,2,2,1,2,2,2,2,1,1,2,3,2,2,3,4,4,2,5,1,2,2,4,4,2,4,5,4,1,4,1,1,4,5,4,4,2,2,2,4,4,5,5,4,3,4,4,3,2,4,2,1,2,2,4,4,4,5,4,4,3,4,3,4,5,5,5,4,4,4,4,5,5,2,5,5,4,5,4,4,3,4,3.833333333,2.714285714,3.468253968,4.75,3.857142857,4,4.333333333,4.361111111,3.5,4.222222222,3.861111111
320,3,4,4,4,4,5,2,3,4,4,2,3,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,4,3,3,4,4,3,3,4,2,3,2,2,3,3,2,3,3,2,2,4,2,2,4,3,3,3,4,2,3,2,2,2,3,2,3,3,2,2,3,2,2,3,3,3,2,4,3,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,3,4,3,2,2,4,4,4,2,3,2.416666667,2.857142857,2.51984127,4,2.285714286,4,4,4,2.7,3,2.85
321,4,4,4,4,4,4,4,4,2,4,3,3,3,3,3,3,3,1,4,5,3,2,5,5,3,3,5,5,5,5,5,4,4,4,4,4,4,5,2,4,2,4,1,1,2,1,3,3,3,3,3,3,3,3,5,5,5,5,5,4,2,1,1,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,4,2,2,2,2,2,2,2,3,3,3,1,1,1,3,3,2,3,2,4,2,3,3,3,3,3,1.666666667,1.571428571,1.746031746,3,2,1,2.333333333,2.111111111,2.1,2.888888889,2.494444444
322,4,3,3,4,4,4,2,2,1,1,2,4,1,2,3,1,1,2,1,1,2,1,2,3,1,2,4,4,4,4,2,4,3,4,4,3,4,2,2,4,3,2,2,4,4,4,4,3,3,1,2,3,1,3,3,2,3,3,4,4,4,2,2,4,2,3,2,2,3,2,4,2,3,4,3,3,2,2,2,2,3,3,2,2,2,4,4,5,3,2,2,3,5,4,4,5,4,5,5,4,5,4,3,5,2.5,2.714285714,2.595238095,3.75,2.571428571,2,4,3.25,3.6,4.333333333,3.966666667
323,5,5,5,4,4,3,2,4,4,3,3,4,3,4,3,4,2,2,2,2,2,3,2,2,2,2,2,2,2,2,4,4,2,3,4,3,4,5,2,3,2,4,2,2,3,2,3,2,2,2,3,4,2,3,5,4,4,4,4,2,4,4,4,2,2,4,3,2,3,2,1,3,1,2,2,2,2,4,2,1,1,1,2,2,3,4,3,4,3,4,4,4,4,4,2,4,2,2,3,3,3,2,3,2,2.666666667,2.142857143,2.26984127,3.5,2,4,4,3.833333333,2.4,2.666666667,2.533333333
324,2,2,4,2,1,1,4,1,1,2,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,5,1,4,2,2,4,5,4,4,4,4,2,2,4,2,1,4,2,4,2,2,2,1,5,5,5,5,5,5,4,4,5,5,5,2,4,2,4,4,4,5,4,4,2,4,5,5,2,4,4,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,4,4.833333333,3.571428571,4.03968254,4.25,3.714285714,5,5,4.75,3.9,4.777777778,4.338888889
325,2,2,3,4,4,2,1,2,2,1,2,2,2,2,2,1,2,3,3,3,3,2,3,3,1,1,2,4,4,4,3,3,3,2,2,1,4,1,3,1,1,5,2,2,3,3,2,4,3,4,2,2,4,3,1,4,2,4,5,3,3,2,2,3,3,3,4,4,5,2,5,5,5,2,4,2,1,3,3,4,4,3,2,2,4,5,4,2,3,4,2,3,5,5,1,2,4,4,5,4,4,4,4,5,3.416666667,2.857142857,3.234126984,2.75,3.428571429,3,4.333333333,3.361111111,2.3,4,3.15
326,4,4,3,3,3,2,2,2,1,1,1,1,2,4,3,1,1,1,2,2,2,2,2,3,3,3,4,4,4,4,4,2,2,2,2,2,4,4,1,2,2,2,3,2,1,2,2,1,1,1,1,3,1,1,1,2,3,3,2,2,2,2,2,2,4,4,4,4,4,2,2,4,5,4,3,3,4,4,4,2,2,3,3,3,4,4,5,5,5,2,2,3,3,3,4,5,4,5,5,5,4,2,3,5,2.916666667,3.857142857,3.257936508,4.5,3,2,3,3.166666667,2.3,3.777777778,3.038888889
328,2,1,1,1,1,1,1,3,2,1,2,3,3,1,2,3,1,5,2,2,3,1,4,4,1,1,4,5,3,4,4,5,5,4,3,3,3,5,2,1,1,4,3,1,3,2,3,3,3,3,2,3,2,3,5,5,5,4,5,5,5,3,2,2,1,1,2,3,3,3,1,5,1,1,1,2,1,1,1,4,5,5,5,5,5,5,4,4,3,2,1,2,5,5,2,3,3,4,5,4,3,5,4,3,2.333333333,1.142857143,2.777777778,3.5,4.857142857,1.5,4,3,2.4,3.777777778,3.088888889
329,4,3,3,3,2,2,3,2,2,3,2,4,2,2,2,4,2,2,2,2,2,2,3,3,2,1,2,3,3,2,4,2,4,4,5,4,5,5,2,2,1,4,1,2,3,2,2,2,2,4,2,4,2,2,5,5,5,5,5,5,2,3,4,2,4,2,2,1,2,1,1,4,1,1,1,1,1,1,4,2,3,3,3,4,4,3,4,4,4,4,3,3,4,5,2,2,4,4,3,4,4,4,4,2,2.333333333,1.428571429,2.301587302,4,3.142857143,3.5,4,3.833333333,1.9,3.666666667,2.783333333
331,2,2,5,4,2,2,4,1,1,1,1,5,1,1,1,3,1,1,1,1,1,1,1,3,1,1,2,4,3,1,1,1,1,1,3,4,2,1,4,1,5,1,2,2,5,5,5,5,5,1,2,1,4,5,2,3,4,4,1,1,1,3,5,5,5,5,5,3,2,4,5,5,4,3,2,2,5,5,5,4,4,1,2,4,4,2,4,2,1,4,2,3,5,5,5,5,5,5,5,5,5,5,5,3,4.25,3.714285714,3.654761905,2,3,3,4.333333333,3.111111111,4.4,4.777777778,4.588888889
332,4,4,4,4,4,4,2,4,4,4,4,4,4,2,4,2,4,4,4,2,4,2,4,2,2,2,4,4,4,4,4,4,4,2,2,4,2,3,2,2,1,5,1,1,2,1,2,2,1,5,4,4,2,2,3,3,3,5,5,2,3,2,2,2,2,2,4,4,2,4,3,4,3,3,3,1,1,4,3,2,2,2,2,2,2,4,2,4,4,2,2,4,4,4,1,1,2,2,2,2,2,4,2,4,2.75,2.571428571,2.535714286,3.5,2.285714286,2,4,3.166666667,1.3,2.666666667,1.983333333
333,3,3,4,2,2,3,4,1,2,3,3,4,2,2,3,3,2,3,3,2,3,3,3,2,1,1,2,3,2,2,1,1,1,1,1,1,1,1,4,1,1,3,1,1,2,2,4,1,2,4,1,5,1,1,5,5,4,5,4,2,5,4,4,5,5,5,5,5,5,5,5,5,1,1,2,1,2,4,1,3,3,2,4,4,3,2,5,5,5,4,3,4,5,5,3,2,5,4,3,3,4,4,3,3,4.75,1.714285714,3.154761905,5,3,3.5,4.666666667,4.388888889,1.9,3.666666667,2.783333333
335,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,5,1,4,4,1,2,4,1,1,1,2,4,2,2,3,2,2,2,2,1,1,2,5,2,2,4,1,1,4,2,1,2,2,4,1,5,1,1,5,5,5,5,5,3,5,4,4,3,4,4,4,4,5,5,4,4,1,1,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,2,2,5,5,5,5,2,5,5,5,4.166666667,1.285714286,3.484126984,5,5,3,5,4.333333333,1.9,4.555555556,3.227777778
336,2,2,2,2,2,2,2,1,1,2,1,4,2,2,2,2,2,4,4,3,3,2,3,2,1,2,4,4,3,3,2,2,3,2,2,2,1,1,4,2,2,3,2,2,3,2,4,2,2,2,2,4,2,2,4,4,2,2,3,2,3,3,3,4,4,3,4,4,4,5,5,4,2,2,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,2,2,4,5,4,3,4,5,5,4,5,4,4,4,4,3.916666667,3.142857143,3.686507937,4,4,2,4.333333333,3.444444444,2.6,4.333333333,3.466666667
337,4,4,4,3,3,4,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,2,5,1,3,4,5,4,5,5,5,1,1,5,1,1,1,2,1,2,1,1,1,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,5,2,2,2,3,3,2,2,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4.833333333,4.714285714,3.944444444,5,2.285714286,5,4.666666667,4.888888889,4.6,5,4.8
339,4,4,4,4,4,4,5,2,2,1,1,5,2,2,2,3,1,1,1,1,1,2,2,2,2,2,2,1,4,4,3,3,2,4,1,4,3,2,2,4,2,1,2,2,4,3,5,4,2,4,1,5,1,1,4,5,3,4,5,2,3,2,2,3,3,4,2,5,2,3,4,2,2,1,3,2,1,4,3,2,2,2,2,2,2,1,5,5,5,4,5,4,4,4,5,2,4,4,5,5,4,4,4,3,2.833333333,2.285714286,2.325396825,5,1.857142857,4.5,4,4.5,3.1,4.222222222,3.661111111
340,2,3,2,2,1,2,3,1,1,1,1,4,2,1,1,1,1,3,1,2,1,1,1,1,1,1,2,4,3,4,1,1,4,2,1,4,2,1,4,2,1,1,1,2,4,4,5,3,4,1,1,4,1,1,5,4,1,2,2,1,3,3,2,5,5,2,4,5,2,4,5,4,1,2,5,4,4,5,3,4,3,4,4,5,4,3,5,5,5,4,2,5,5,5,5,5,5,5,5,5,4,5,5,5,3.75,3.428571429,3.678571429,4.75,3.857142857,3,5,4.25,3.4,4.777777778,4.088888889
341,5,3,2,5,5,5,2,1,2,4,2,3,3,1,2,3,2,1,3,1,2,1,2,2,2,3,1,1,5,5,3,5,5,5,5,5,4,5,1,4,1,3,4,3,3,1,1,2,2,3,2,2,2,4,5,5,5,5,5,4,2,1,1,3,1,1,1,1,1,2,1,2,1,1,1,1,1,2,4,1,3,4,1,1,1,4,4,4,2,5,5,4,4,3,3,3,5,4,2,4,3,5,4,3,1.333333333,1.571428571,1.682539683,3,2.142857143,5,3.666666667,3.888888889,2.3,3.666666667,2.983333333
342,1,1,2,2,2,1,2,1,2,1,1,4,2,2,2,3,4,4,4,3,3,4,4,2,1,1,1,2,2,2,4,4,4,2,2,2,4,2,4,2,2,4,2,2,3,2,1,1,2,5,4,4,2,1,4,4,3,3,5,1,4,4,4,2,2,2,4,4,4,2,4,4,2,2,3,3,1,5,2,5,5,4,4,4,5,4,2,4,5,5,4,4,5,5,2,1,5,4,5,5,4,4,4,3,3.333333333,2.571428571,3.444444444,3.75,4.428571429,4.5,4.666666667,4.305555556,1.8,4.222222222,3.011111111
343,4,2,1,2,4,4,2,1,1,1,1,5,2,2,1,1,2,4,2,1,2,2,2,5,2,1,1,4,1,1,2,4,2,4,4,4,2,2,2,4,1,5,1,1,4,1,1,1,1,5,2,2,2,2,2,2,1,1,4,1,2,5,5,4,2,4,2,2,2,4,4,2,4,4,5,5,2,5,4,2,4,5,4,2,2,4,4,4,4,5,2,1,4,5,1,1,5,5,5,5,4,4,5,5,3.166666667,4.142857143,3.531746032,3.5,3.285714286,3.5,3.333333333,3.444444444,1.3,4.777777778,3.038888889
345,4,2,4,4,2,2,1,3,5,2,2,1,5,4,4,4,5,5,4,5,4,4,5,2,2,1,2,2,1,4,5,5,5,1,2,1,1,3,4,1,1,5,5,1,2,1,1,1,1,3,4,5,1,1,4,5,4,4,2,3,5,5,2,1,1,1,5,4,5,5,3,5,2,1,2,2,4,3,1,2,4,2,2,4,4,5,2,5,5,4,4,4,4,5,1,3,3,1,4,4,1,2,2,2,3.416666667,2.142857143,2.948412698,4.25,3.285714286,4,4.333333333,4.194444444,1.7,2.222222222,1.961111111
346,2,3,4,2,4,2,3,1,1,1,1,3,2,2,2,2,1,1,2,1,1,2,2,2,2,2,4,3,2,1,3,1,1,3,4,3,4,5,2,2,3,3,3,4,4,3,4,4,3,2,1,5,1,1,5,5,4,4,5,5,5,4,5,3,5,5,3,2,3,2,1,4,1,1,2,2,1,1,1,4,3,2,4,2,4,3,5,5,5,2,3,4,4,4,3,4,5,5,5,5,4,4,4,4,3.25,1.285714286,2.55952381,5,3.142857143,2.5,4,3.833333333,3.5,4.333333333,3.916666667
347,4,1,2,1,3,1,1,3,2,1,1,1,1,4,1,1,1,1,3,2,5,4,1,1,1,1,1,4,5,5,1,1,3,5,1,4,1,2,2,1,3,4,1,1,3,3,1,1,3,2,3,5,4,2,3,1,1,1,1,1,1,1,1,5,5,3,1,5,2,5,4,5,3,5,5,5,5,5,5,2,5,4,5,3,5,5,3,2,4,5,2,5,5,5,2,4,3,4,5,5,5,2,5,5,3.25,4.714285714,4.035714286,3.5,4.142857143,3.5,5,4,2.2,3.888888889,3.044444444
348,1,1,2,1,3,2,3,3,4,4,3,4,3,4,4,4,5,5,5,5,5,3,5,3,3,3,1,1,3,1,3,2,3,2,3,2,2,2,2,2,1,4,1,1,1,1,1,1,1,3,5,3,3,2,4,2,2,2,2,2,1,3,5,3,4,3,4,3,4,4,4,4,2,4,4,4,4,4,5,5,5,4,5,3,4,3,1,3,4,5,5,3,3,3,2,3,3,2,2,3,3,2,2,2,3.583333333,3.857142857,3.861111111,2.75,4.142857143,5,3,3.583333333,1.3,2.555555556,1.927777778
350,2,2,2,2,2,2,2,1,1,1,1,4,2,2,2,2,2,2,4,2,2,4,2,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,3,2,2,2,2,2,2,3,4,2,2,2,2,2,2,2,4,4,3,2,3,2,2,4,4,5,4,3,4,4,4,4,4,4,2,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,4,4,4,3.916666667,3.142857143,3.686507937,3.5,4,4,4,3.833333333,2.7,4.444444444,3.572222222
351,2,2,4,4,5,4,2,1,1,3,2,2,2,4,4,4,1,2,1,1,1,2,1,1,2,1,2,2,2,4,4,4,3,4,4,4,4,2,2,2,1,2,1,1,2,1,2,2,1,2,1,3,2,1,3,2,2,4,4,2,3,4,2,2,2,3,2,2,2,2,4,4,3,4,4,2,2,4,3,4,4,2,2,1,2,4,5,4,5,4,4,5,4,5,4,4,5,5,3,4,4,2,2,2,2.583333333,3.142857143,2.813492063,4.25,2.714285714,4,4.666666667,4.305555556,1.9,3.222222222,2.561111111
352,2,2,4,4,5,5,4,2,4,2,2,4,4,2,2,4,5,5,5,5,5,5,5,5,1,1,5,5,5,4,2,2,2,4,1,4,3,2,2,3,1,5,1,2,4,1,1,1,1,5,2,3,1,1,5,5,5,5,5,2,4,1,2,4,4,4,2,5,2,3,4,3,1,1,1,1,1,4,2,4,4,2,2,1,1,2,4,5,5,1,1,1,5,5,1,1,4,2,4,4,2,4,4,2,3,1.571428571,2.285714286,4.25,2.285714286,1,3.666666667,2.972222222,1.4,3.333333333,2.366666667
353,5,5,5,5,5,5,3,1,2,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,5,3,1,2,3,2,3,4,5,3,5,2,1,3,1,2,4,4,3,2,1,2,1,5,1,1,5,5,5,5,3,3,2,1,3,5,4,3,4,3,2,1,3,4,1,1,1,1,3,3,4,1,1,1,1,1,1,3,5,5,5,5,4,5,5,4,3,4,5,4,5,4,5,5,5,5,3.166666667,2,2.150793651,5,1.285714286,4.5,4.666666667,4.722222222,2.5,4.777777778,3.638888889
354,5,5,4,4,4,2,2,1,1,1,1,4,2,1,1,2,1,1,3,1,2,2,1,2,2,1,2,2,4,5,3,4,4,4,5,4,5,5,2,5,1,2,2,3,5,4,5,2,4,2,1,4,1,1,5,4,4,2,2,2,1,2,1,3,2,2,2,1,2,1,1,1,1,2,2,4,4,4,5,1,1,2,2,2,4,4,5,5,5,4,4,4,4,5,4,4,5,5,5,5,4,5,5,4,1.666666667,3.142857143,2.365079365,4.75,2.285714286,4,4.333333333,4.361111111,3.4,4.666666667,4.033333333
355,2,2,1,2,2,2,2,3,5,5,5,2,5,5,5,5,5,5,5,5,5,4,4,4,3,2,5,5,5,5,5,5,5,5,5,4,3,2,3,1,1,5,1,1,2,3,2,2,2,5,5,3,4,4,5,5,5,3,3,3,3,1,1,1,1,1,1,1,2,3,4,5,1,1,1,3,3,3,3,4,4,5,4,4,4,4,1,2,2,1,1,2,3,4,1,1,3,1,1,1,1,1,1,1,2,2.142857143,2.761904762,2,4.142857143,1,3,2,1.6,1.333333333,1.466666667
356,2,2,3,2,2,2,1,2,1,2,1,3,1,1,1,1,1,1,2,1,1,2,2,3,1,2,3,4,2,2,3,2,2,2,2,2,2,1,4,2,2,4,1,3,4,5,4,4,4,2,1,4,1,1,5,4,5,4,3,2,4,4,4,3,4,4,4,4,4,4,5,4,1,2,1,2,3,4,2,4,4,3,4,4,4,5,5,5,5,3,2,3,5,4,2,4,4,5,4,5,5,5,5,5,4,2.142857143,3.380952381,4.75,4,2.5,4,3.75,3.3,4.555555556,3.927777778
357,3,2,2,3,2,4,4,2,2,4,2,5,4,3,2,4,1,2,2,1,1,4,1,2,1,2,2,4,2,5,2,4,1,2,2,2,2,1,3,2,1,5,1,2,3,1,5,1,2,4,2,5,4,2,5,5,5,5,5,5,5,4,1,4,2,5,4,4,4,4,5,4,1,1,1,1,1,1,1,3,4,4,3,4,2,2,4,2,4,4,2,4,5,4,1,2,4,4,2,4,2,3,4,2,3.666666667,1,2.603174603,3.75,3.142857143,3,4.333333333,3.694444444,1.9,3.333333333,2.616666667
358,2,2,1,2,3,3,2,4,2,1,2,1,4,3,4,4,2,1,3,3,3,2,3,4,1,1,4,5,4,5,3,5,5,2,4,4,4,1,3,2,1,5,1,1,4,1,1,2,1,5,5,1,5,5,2,5,4,5,4,2,3,2,1,3,1,1,4,2,2,2,5,4,4,1,2,1,2,4,3,4,4,5,4,3,3,4,1,1,1,2,1,2,5,5,1,1,2,4,5,4,2,3,2,2,2.5,2.428571429,2.928571429,1,3.857142857,1.5,4,2.166666667,1.4,2.777777778,2.088888889
359,2,3,4,4,2,4,3,4,2,2,4,3,4,4,4,5,3,4,5,2,5,5,5,5,2,2,5,5,4,4,2,4,5,4,2,5,2,2,4,2,1,5,2,2,1,2,1,1,1,5,5,3,4,3,3,2,2,2,3,2,4,2,2,4,2,1,2,4,1,4,4,4,3,4,4,4,3,4,2,4,3,2,2,4,2,3,1,2,3,1,1,1,4,4,1,1,2,4,4,2,2,2,2,1,2.833333333,3.428571429,3.03968254,2.25,2.857142857,1,3,2.083333333,1.3,2.444444444,1.872222222
360,2,2,4,4,2,4,4,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,5,4,4,4,4,2,2,5,4,4,5,2,5,4,5,1,4,5,5,2,2,2,1,2,4,1,1,5,5,5,5,5,1,4,2,2,2,2,4,4,1,2,2,1,1,1,1,1,1,1,5,2,4,4,2,2,4,2,2,4,5,5,2,1,4,4,5,1,5,5,5,5,4,5,5,5,5,2.083333333,1.714285714,2.218253968,4.5,2.857142857,1.5,4.333333333,3.444444444,3.1,4.777777778,3.938888889
